id,angular_moment,contrast,variance,idm,sum_average,entropy,sum_variance,sum_entropy,difference_variance,difference_entropy
030-nm-03,7632021386.0,21807028.0,1.4774516991616684e+18,91724.6100443272,7020946.0,122947.48988838991,6.385337863837678e+18,-528020.9817506673,2.8241215739881824e+16,530332.1093811159
030-nm-04,6552386876.0,21196368.0,1.9767675751267287e+18,90715.27747347589,8071029.0,124481.85495924571,8.438236158624947e+18,-509669.9905556256,2.9701097393538576e+16,533856.6541918924
031-bg-01,5406167400.0,14528538.0,2.920175577483561e+18,88490.33144645383,9685400.0,127838.17368693964,1.215152001371406e+19,-488209.4834265529,3.268331384765905e+16,540857.0417798415
031-bg-02,7230324122.0,18791000.0,2.0793490276828687e+18,93464.53466029948,8254497.0,124965.20979541764,8.826234950821395e+18,-520472.0489595927,3.1462010645759864e+16,542403.8586887942
031-cl-01,8322060782.0,22270544.0,1.6327304920530614e+18,97333.90590371493,7233488.0,127512.64140035665,6.777829555366889e+18,-534144.2006020849,3.87771520737044e+16,559428.2978653103
031-cl-02,5531238158.0,16559888.0,2.5771915642950856e+18,89824.0039324724,8953049.0,132278.1021346169,1.038338065583919e+19,-486429.62936765497,3.970565803209752e+16,557565.2852146034
031-nm-01,4728165256.0,13583780.0,3.947310818952095e+18,87980.74947715303,11084001.0,132289.9606015779,1.5914390420171155e+19,-471942.56296598417,3.455598275585193e+16,555446.3918365212
031-nm-02,7214529316.0,21202704.0,2.302857402516068e+18,93917.37568420032,8631822.0,126577.09656212728,9.651613614731823e+18,-517896.26919709233,3.5451991429936504e+16,547294.0950389988
031-nm-03,4960972350.0,14757420.0,3.7781797982512655e+18,88712.57267854876,10873227.0,131536.9949544039,1.5314879957384526e+19,-476581.2160803364,3.6266609850026456e+16,553375.2976597758
031-nm-04,7529394014.0,21162552.0,1.3658643189173307e+18,92973.62154980953,6767485.0,122178.73714308896,5.932625425217975e+18,-529692.5165508131,3.0557655699352896e+16,532688.1726663134
031-nm-05,6331628906.0,17439106.0,3.0415091949337554e+18,92465.50517830266,9824079.0,129128.93736774122,1.250200673699368e+19,-501188.2702117816,3.5037809531243016e+16,553207.6018773373
031-nm-06,7243902190.0,19978450.0,2.2022057105416817e+18,93506.67370081117,8452444.0,126366.33113297,9.254637354916688e+18,-517951.7569973936,3.3482792578898096e+16,545799.5953096562
032-bg-01,7396893836.0,19997940.0,2.060643835860518e+18,92345.50402516896,8251786.0,124009.6325758655,8.820428970015023e+18,-522487.325773824,3.208855148913971e+16,534549.994881117
032-bg-02,8057479526.0,22524324.0,1.5868374908752435e+18,94478.30918815918,7300559.0,121776.1504475074,6.904062994698813e+18,-537237.403584238,3.0462003439247296e+16,533157.2370697013
032-cl-01,7793421570.0,24769286.0,1.22802653625344e+18,92344.76362292288,6527760.0,117947.63127238528,5.519736949126835e+18,-539890.097703639,2.8386205668491944e+16,517232.3261196225
032-cl-02,8104945238.0,25731410.0,1.2609551256715592e+18,93985.13937772148,6600355.0,118475.41428138262,5.643194384549773e+18,-543878.4029917374,2.7615583650617624e+16,522016.85370939615
032-nm-01,6900410020.0,20190760.0,1.8819102240602647e+18,89393.0492523099,7953923.0,122163.70753562216,8.195125756680145e+18,-517615.7400762605,3.3443133162375544e+16,522828.3772136335
032-nm-02,7557121780.0,19806868.0,1.828318680252476e+18,92723.5595787044,7800194.0,123151.31077384228,7.881413459464237e+18,-526602.7378918035,3.170330405709411e+16,533468.2612931156
032-nm-03,7797939046.0,20980372.0,1.9974754121865649e+18,94098.25262401454,8125886.0,124035.87493337395,8.553330958769898e+18,-528986.8223824053,3.1588553107224984e+16,538914.6846942839
032-nm-04,7359713978.0,21010948.0,2.0228927366904653e+18,92134.4664208337,8187768.0,123725.66704919055,8.684098492334208e+18,-522521.63170298375,3.365087715882824e+16,533341.9819294797
032-nm-05,6187551552.0,18419444.0,3.02403244860274e+18,89223.93109340858,9868593.0,127809.7924082676,1.261554103739689e+19,-497650.92164258775,3.588516071859513e+16,538998.7076401644
032-nm-06,7557927578.0,20103496.0,1.9732712726845169e+18,92815.61496624236,8079586.0,124088.95778162943,8.456136055259875e+18,-524491.8922052529,3.1758683891054136e+16,535265.6407895322
033-bg-01,6571509700.0,18758632.0,2.2651741572024369e+18,90028.5250780661,8675031.0,123448.74946333445,9.74845464311812e+18,-511607.9253657629,3.61308733297748e+16,527911.4401563216
033-bg-02,6571963812.0,17707870.0,2.1180665761392333e+18,88646.16821451926,8403004.0,123232.96650292624,9.146660787581482e+18,-509992.9366555316,3.534698400615291e+16,523749.2718788767
033-cl-01,5295372450.0,14689644.0,3.2510244065921946e+18,88452.34448679596,10131599.0,130393.3399294606,1.3296956538070776e+19,-482994.9355841018,3.406448739435311e+16,548902.8452634981
033-cl-02,8250840450.0,26106134.0,1.209592488662521e+18,95828.37876240954,6373120.0,121572.25067707615,5.261336126780895e+18,-542760.2163729897,3.2636941416411024e+16,537354.4199442003
033-nm-01,7285971626.0,18858242.0,2.6674786190305326e+18,93714.903654874,9241069.0,128102.49078354434,1.1062161317284813e+19,-515378.3940450257,3.358736609637372e+16,551420.0233122724
033-nm-02,7915174516.0,20576584.0,1.1925290603264453e+18,94292.97451974772,6360715.0,120280.51783914794,5.2408662359883e+18,-540421.7289265215,2.9216711000125464e+16,531720.0086678679
033-nm-03,8153546742.0,23578018.0,1.0665693920947556e+18,94697.7539873229,6019224.0,120275.16055212564,4.6932292787383e+18,-542575.6701401597,2.8812482341239024e+16,530293.3436145692
033-nm-04,7108571736.0,17598264.0,2.928466628346856e+18,93741.28358398614,9647729.0,128923.42263677434,1.2057190281189077e+19,-512844.4451144448,3.095679304624301e+16,555132.4167888244
033-nm-05,5195015866.0,14033978.0,3.228708695177456e+18,88950.9880050568,10092363.0,130437.45324107612,1.3194168531901424e+19,-481824.27518899785,3.0924194643723704e+16,550516.4826734541
033-nm-06,8109502054.0,21360702.0,2.5839694761788657e+18,99231.55654205792,9086659.0,127761.02505640274,1.0695574895153848e+19,-532887.3069719445,3.2899251252668816e+16,563847.7737651296
034-bg-01,7855992430.0,21248472.0,1.3922286280389944e+18,93810.9466893125,6842002.0,121679.52760915917,6.063991010871438e+18,-534788.321738517,3.063444763409479e+16,532524.6952366225
034-bg-02,7778876052.0,23112484.0,1.3226176995308608e+18,93876.1408720064,6691841.0,120775.14777400496,5.800733106968831e+18,-535390.0813441639,3.0971299987150496e+16,530167.3109150114
034-cl-01,7621550566.0,21084102.0,9.247291725208992e+17,90875.93925198216,5735867.0,115117.76232483496,4.2617266201535273e+18,-542266.5263286359,2.5455562182027748e+16,505923.3931677723
034-cl-02,5986007532.0,18782326.0,2.2960163873180485e+18,87392.62351963126,8806056.0,121576.54733048058,1.0045137168547547e+19,-503750.7021535026,2.863802140883572e+16,516320.7694282626
034-nm-01,6909271446.0,17858610.0,2.0428599437645235e+18,92716.02285334062,8140096.0,126456.97889141973,8.583289457409287e+18,-513217.22885628673,3.0682871233653944e+16,544329.9015522801
034-nm-02,8070599486.0,22889934.0,1.2687372869118633e+18,95429.42078799944,6513792.0,122405.1817199896,5.496169460401264e+18,-537866.0788397436,3.011125714615609e+16,538727.6553341363
034-nm-03,8074238372.0,22040034.0,1.2337680786983675e+18,95237.88116232197,6425522.0,122365.44122203346,5.348217626932916e+18,-538174.4308697586,2.888361340808187e+16,538885.7913172792
034-nm-04,4498145466.0,12871932.0,3.921382907948584e+18,86502.52110517406,11043271.0,132345.9751940941,1.579764592632956e+19,-467090.9603564762,3.407425200688243e+16,553567.04500851
034-nm-05,8141043336.0,24381844.0,1.1948709927628716e+18,95951.90155854692,6332260.0,122043.97403417944,5.194090712702141e+18,-540777.29228361,2.9449520943207704e+16,539626.5462654578
034-nm-06,7857999362.0,21576270.0,1.2726465451805176e+18,94140.85573104052,6522155.0,122631.61628738017,5.510291677541847e+18,-533808.2102493176,3.058252158914741e+16,536143.6348339529
035-bg-01,5951862688.0,16508338.0,2.8604036061087785e+18,85202.1671872149,9718786.0,125026.62307001773,1.2235404672880828e+19,-496026.9266060476,3.2649345588599228e+16,521982.8285538879
035-bg-02,6954829048.0,22146318.0,1.471601068086061e+18,88845.9942441741,7147966.0,118057.698340448,6.618438488387417e+18,-525182.4507752924,3.143477030339243e+16,508799.03768713184
035-cl-01,6801174650.0,19964826.0,2.115170318513893e+18,88651.50131591233,8522437.0,119333.67017871096,9.408485421715626e+18,-520456.9658027145,3.240229308261093e+16,511780.6635110504
035-cl-02,6015353662.0,18311770.0,2.935612536091808e+18,87063.46083970493,9908615.0,122945.8058293508,1.2718028279881918e+19,-501535.3943324641,3.396841570220384e+16,519505.5208372323
035-nm-01,6607281070.0,16496340.0,2.0539993511564844e+18,87215.27763498864,8273609.0,123650.37247464724,8.86713570055003e+18,-509756.7931474936,3.122953787170971e+16,521831.5779317978
035-nm-02,7249261066.0,23150152.0,1.5068638032076178e+18,91160.75234466406,7169413.0,120199.252919777,6.65823050963073e+18,-527019.4481052205,3.103016768318749e+16,521156.9947739635
035-nm-03,7140464650.0,21476746.0,1.6337384327682734e+18,90524.75130978168,7438514.0,121239.88441037857,7.167447995187642e+18,-522910.5709312864,3.170374119873031e+16,522086.8368616632
035-nm-04,7109151784.0,19823880.0,1.721244918196075e+18,90438.14606652006,7614926.0,121765.50604192364,7.511452080720711e+18,-521674.5639417132,3.2035557507502296e+16,523986.2828401594
035-nm-05,7178584374.0,22472520.0,1.6072931445471585e+18,90946.93170486655,7385576.0,120947.4410942744,7.06579151357939e+18,-524280.6301935435,3.134062369848387e+16,522721.7724497676
035-nm-06,6961464204.0,17767650.0,1.8641206267056407e+18,89583.76464598833,7906115.0,122475.05316447128,8.096907518911504e+18,-517932.0148380362,3.2535525849711016e+16,524340.4872414892
036-bg-01,8022585890.0,26659192.0,1.8005213185883054e+18,95098.72667784202,7659375.0,125628.76044243696,7.599429430854005e+18,-530651.582724018,4.261691151072596e+16,546041.6421059493
036-bg-02,7790504396.0,25338592.0,2.103994722081988e+18,94328.73765728426,8243745.0,126962.94145169012,8.803270948100751e+18,-524696.1398062435,4.445187046290891e+16,547518.0400019748
036-cl-01,5912858514.0,17488260.0,3.8063596435399726e+18,91891.6294066928,11002314.0,129012.25368849067,1.5680652778086808e+19,-494986.8794921909,3.329869498020025e+16,551187.0417432562
036-cl-02,4989167244.0,16155494.0,4.486063377933503e+18,88691.83409115452,11927253.0,129596.58682582097,1.84279536405404e+19,-477854.2356362627,3.4183304303047376e+16,546573.6012205897
036-nm-01,8425615864.0,25463170.0,1.658251131839144e+18,98020.82527600268,7276725.0,128177.5072733107,6.859102843318158e+18,-533857.153090328,4.226908246298439e+16,561521.872557681
036-nm-02,8217670146.0,24136372.0,1.7834981754797455e+18,96835.85156608003,7545702.0,128359.01244248348,7.375555617845309e+18,-530127.8070966186,4.069168838709755e+16,558635.7507679265
036-nm-03,8438608952.0,26804238.0,1.6479149468953733e+18,98354.97092374718,7269866.0,127572.9457798046,6.846174676507023e+18,-535331.8922206368,4.050881562329451e+16,560802.0091714341
036-nm-04,8448847042.0,23388512.0,1.70361616577608e+18,97981.38823891131,7343915.0,129259.48430044718,6.986362156059743e+18,-532993.6660497466,3.871824812920314e+16,564032.8123091621
036-nm-05,5405715290.0,15430098.0,2.6900098580267167e+18,87233.82182471399,9114945.0,133649.504618824,1.0762304700670642e+19,-482147.3011242692,4.103746935585391e+16,557015.2073156172
036-nm-06,4941358906.0,14557534.0,2.7651371124342344e+18,85842.80853365414,9240378.0,133748.2961971828,1.10605484497224e+19,-475490.4291696981,4.111118093469356e+16,554967.4787301061
037-bg-01,5691338000.0,19545826.0,3.743461900529985e+18,86556.87666638299,10860741.0,131051.10899875389,1.5279717175793795e+19,-484302.6935277765,4.850894422531557e+16,543551.5229457644
037-bg-02,7020231940.0,23280454.0,2.060141612417748e+18,89950.1013564567,8255485.0,124212.42175203912,8.828339116014205e+18,-515593.8641448665,4.393616446028473e+16,528713.3146317614
037-cl-01,7272968580.0,21139448.0,2.608590229981048e+18,93052.4957305811,9197286.0,126323.83352186836,1.0957573670609715e+19,-517652.6126128436,3.7666924723171256e+16,544208.0558420807
037-cl-02,7393291974.0,24552760.0,2.1819968836344343e+18,93682.87820163804,8459086.0,124906.7153160031,9.269177791483234e+18,-522233.60673973657,3.6619035366404056e+16,540757.2319501585
037-nm-01,6906848958.0,21473462.0,2.542558516012461e+18,91027.52304072263,8984686.0,129645.96817993428,1.045686975494425e+19,-506715.2756945871,4.438648971545286e+16,548577.1632910066
037-nm-02,6894405354.0,21135402.0,2.883193770342337e+18,91481.23259604734,9534490.0,130378.56603666104,1.177582149580457e+19,-506017.0638581581,4.6071857751637e+16,552473.2427682463
037-nm-03,7892780498.0,23737412.0,2.1023210553130609e+18,94157.70142454316,8207252.0,128074.12611741216,8.725511364355294e+18,-524190.72706355934,4.415526099305681e+16,550729.1702964371
037-nm-04,7524472088.0,25977544.0,2.1795327849192883e+18,92889.2986034548,8373943.0,127612.56541695764,9.08354145085356e+18,-519111.21780559095,4.747920335516555e+16,546711.0015081852
037-nm-05,7569454134.0,24997806.0,2.0970316621138025e+18,93577.43883677012,8226863.0,127059.88096916888,8.767253663661571e+18,-521286.87603947055,4.533989280667217e+16,546876.800229772
037-nm-06,7745282170.0,27036796.0,1.905419629747981e+18,94000.5021989314,7852399.0,126718.865060245,7.987291478516052e+18,-525228.9701588841,4.60957699312356e+16,546954.4994863144
038-bg-01,7748724836.0,23534128.0,1.4003775580817687e+18,93799.40689830802,6915809.0,119551.19793766655,6.195513121066227e+18,-538383.8815705349,2.9748039081334736e+16,527857.1036877102
038-bg-02,7553993582.0,21004572.0,1.33761744638195e+18,93001.78047987432,6764719.0,119418.06678493731,5.927759882976636e+18,-535912.8456523857,2.995821675240737e+16,525391.1024208808
038-cl-01,4993247044.0,15562418.0,3.547012587233354e+18,87468.62768458495,10700861.0,127228.02866466288,1.4833132270943445e+19,-481323.3721800563,3.199273793871509e+16,536649.0423756985
038-cl-02,5293099670.0,15915580.0,3.2920733395798195e+18,88853.2467821166,10334610.0,126419.32042591316,1.3835133833034625e+19,-487683.96071443375,3.1554321124276536e+16,536934.3183000432
038-nm-01,7990671052.0,22869974.0,1.2920209613761618e+18,94174.84557088648,6609058.0,121049.90441763603,5.658102105490302e+18,-537828.7058836928,2.989737041546764e+16,530950.5460293943
038-nm-02,7924174474.0,22249602.0,1.2771205165686566e+18,94058.82499197133,6578430.0,120876.60296504038,5.605779955360019e+18,-536665.1557122009,2.8219953161528264e+16,530192.5375897691
038-nm-03,7501322874.0,18599322.0,1.4270847209754586e+18,93464.8119291603,6948524.0,120714.03367508226,6.254275600755833e+18,-534079.0125314023,2.897917404764641e+16,532719.5508737968
038-nm-04,7733899566.0,21369256.0,1.2891914850983813e+18,94539.3929025888,6615357.0,120196.00085561354,5.668889861803865e+18,-539472.1211538876,2.782245312855791e+16,533993.4782351027
038-nm-05,6403414290.0,17671146.0,2.274060466684795e+18,90838.84287699884,8631129.0,125108.49025749114,9.650050071339708e+18,-506491.1612887377,3.087820479340183e+16,536407.6218467478
038-nm-06,7742994448.0,21014236.0,1.2572350527670175e+18,94140.48106255282,6534666.0,120185.602905734,5.53143886065242e+18,-539048.9485698821,2.856663999381931e+16,532378.2565573388
039-bg-01,6281307216.0,20087840.0,2.754925872227592e+18,88687.57261290122,9540488.0,124439.86621004916,1.1790587551984632e+19,-503609.44662565255,3.523469436893599e+16,527425.38746148
039-bg-02,6915828766.0,21607034.0,2.0389868494269304e+18,91059.35172316292,8258582.0,122494.75800200824,8.834952262819607e+18,-517515.701542502,3.347195187445008e+16,527121.5241271209
039-cl-01,5505934564.0,18320012.0,2.7927309301134915e+18,85437.2141080333,9721173.0,121259.14827481906,1.2241386939353227e+19,-496037.91205553967,3.078411855859189e+16,512054.4697980034
039-cl-02,7222075226.0,22203598.0,1.4260971743224417e+18,88581.1337738443,7106893.0,115651.07258008106,6.542579318441967e+18,-533609.377979299,2.9897490139865404e+16,501157.9925567252
039-nm-01,6843720938.0,18734504.0,2.548980788069071e+18,92327.11112328172,9108338.0,125913.73373163362,1.0746648692638626e+19,-512271.287442403,3.102622326977949e+16,541188.7277794933
039-nm-02,6788395020.0,17881148.0,2.463013665324358e+18,91661.0168374416,8967452.0,125637.64433199496,1.0416761530916491e+19,-511165.4927865061,3.1385303245878176e+16,538669.2341838174
039-nm-03,7093297412.0,17984570.0,2.39388016738136e+18,92706.90561077236,8839847.0,125561.63367166067,1.012241340952779e+19,-516077.3629318604,3.16027015201624e+16,540665.2459504188
039-nm-04,7449399320.0,21955362.0,1.9672785937165007e+18,93457.45872571804,8076496.0,123692.92929338446,8.449667192557124e+18,-524519.7258233707,3.104157885976911e+16,535580.9014117983
039-nm-05,5294956370.0,14416310.0,3.641831985757002e+18,88630.82419035735,10763938.0,129323.06275878656,1.5008538463506604e+19,-482747.9149461799,3.1923689941142544e+16,545535.5840322352
039-nm-06,7496600748.0,22026260.0,1.853430392768878e+18,93205.19449583792,7855172.0,123199.10059877558,7.9929061823398e+18,-525532.7187026334,3.245286883649089e+16,533279.7000290689
040-bg-01,8089524162.0,22906454.0,1.724136915851455e+18,95173.9033101591,7602236.0,121881.24984861136,7.486442108394415e+18,-538370.3221187821,3.0438360598536936e+16,535920.4952669214
040-bg-02,5650617890.0,17880816.0,3.843386377995048e+18,89787.82871972026,11076338.0,128680.45365355429,1.5892358012069648e+19,-488234.2201704468,3.2282970031061904e+16,545520.2169719754
040-cl-01,8430417360.0,26776754.0,9.418909859880896e+17,95031.16065688829,5740181.0,117083.39264137104,4.2681519744633344e+18,-551784.3774823665,2.437554116557339e+16,521418.78936647176
040-cl-02,6827637058.0,19548562.0,2.3062578693731707e+18,92015.20098761909,8730045.0,123997.07894304668,9.872496049199344e+18,-514325.697381119,2.755951651182436e+16,535351.9155481019
040-nm-01,8987608024.0,24709544.0,1.3232516538898993e+18,99029.3524064866,6667102.0,121641.36823196254,5.757930186370633e+18,-553169.0996382771,2.680466245949812e+16,544448.9783406688
040-nm-02,8560671218.0,24843394.0,1.4505002311310528e+18,97723.61793165184,6977220.0,121625.15863775177,6.306047170327704e+18,-546552.7827241074,2.7630950794777816e+16,541506.3965438888
040-nm-03,8790776722.0,27387538.0,1.0694079136079008e+18,98014.52794878908,6037161.0,119888.04953048092,4.721241692341487e+18,-553813.7506570255,2.575258673315209e+16,537071.6582646852
040-nm-04,8597602982.0,27123054.0,1.0298507695437248e+18,96812.06193332684,5938412.0,119580.81165797962,4.568051900206685e+18,-550357.1563192158,2.538179602835639e+16,533092.4079267047
040-nm-05,8224084254.0,20550680.0,1.666720996552281e+18,95479.823359199,7439511.0,123277.3503901884,7.1693861722549e+18,-537442.982034532,2.775294527558399e+16,539568.3467372023
040-nm-06,7716986092.0,21905480.0,2.0761471245009395e+18,95838.01532018874,8252211.0,124742.17581656556,8.821346187865842e+18,-527986.635103704,2.845336338729339e+16,545602.2425232867
041-bg-01,7287273788.0,21378754.0,1.619073355661401e+18,91150.66137323558,7385382.0,121741.26137020408,7.065425581442337e+18,-524204.8448126818,3.27640008204828e+16,524865.7113367972
041-bg-02,6884286774.0,21389754.0,1.7932683356111286e+18,89271.70557397533,7803038.0,120621.69072460836,7.887142335512036e+18,-520063.1172391531,3.625506687639881e+16,518420.7949183608
041-cl-01,5848358768.0,22565992.0,2.459388174649943e+18,89763.56329303331,9057045.0,122767.64899431294,1.062592383812386e+19,-502883.1789158392,2.996498356905577e+16,526418.2874842514
041-cl-02,5147940618.0,20667822.0,3.2310389880635587e+18,88388.60155842466,10266109.0,125621.38775753506,1.3652326822391749e+19,-486602.53355987096,3.009396953156623e+16,534775.2132190431
041-nm-01,7882015264.0,23410652.0,1.1796096813536128e+18,94219.04313673948,6318474.0,120871.5123979748,5.171491177915005e+18,-537664.9238924026,2.9322507321651656e+16,531236.4637518699
041-nm-02,7943028476.0,24455992.0,1.133246382834036e+18,94668.7573895432,6187829.0,121123.22648610851,4.959843546253001e+18,-538116.1917183086,2.879966640081756e+16,532896.4696454362
041-nm-03,7295634536.0,21315276.0,1.607197709843854e+18,92459.14558616176,7311662.0,123074.50842687066,6.925086990073063e+18,-523568.0032626151,3.2420700363601616e+16,532967.7573781468
041-nm-04,8164976918.0,24423416.0,1.0656768139708312e+18,95244.1751185066,6006350.0,120985.95620335072,4.673178895314301e+18,-541096.3990666862,2.7987993158688536e+16,533512.5126227819
041-nm-05,7935913282.0,20547390.0,1.6219712108284472e+18,94907.3094274456,7323006.0,123858.644914434,6.946598207392227e+18,-532070.2039588433,2.902521301688967e+16,540748.3442911586
041-nm-06,8170865232.0,23349958.0,1.1255798198061984e+18,95315.84233186694,6160706.0,121553.49879760748,4.916460473175591e+18,-540477.9072508615,2.668862215152561e+16,535783.2326823014
042-bg-01,4358125310.0,14746212.0,3.9339817210514217e+18,82143.35128282956,11279062.0,127518.42143356196,1.6479400809172187e+19,-467233.0970876711,3.756428130804303e+16,525982.5461315934
042-bg-02,5637007816.0,15967232.0,2.9333429429838223e+18,85835.57737687035,9832189.0,124958.30548584052,1.2522610604302223e+19,-492220.8674872838,3.475438568685889e+16,523220.2955736324
042-cl-01,5771752644.0,20754508.0,1.7851420903329518e+18,81572.77986159468,7971943.0,115466.86211653288,8.232247048747623e+18,-508474.6015273978,3.253813758181905e+16,485580.28881522006
042-cl-02,5756332498.0,22303838.0,1.7555321944745613e+18,82085.10847178621,7911062.0,115203.89920565556,8.106987220047989e+18,-508794.8807824747,3.299045427515152e+16,485920.8744120221
042-nm-01,6220067460.0,21732170.0,1.703986161207302e+18,86239.88237475173,7617352.0,120575.0105082598,7.516229583071762e+18,-509714.4841302516,3.353778150258825e+16,513104.37903068913
042-nm-02,5448328144.0,20315714.0,2.9486223835284413e+18,86280.83587636144,9810961.0,125971.26076463284,1.2468606573312188e+19,-488629.87064817455,3.864021454928266e+16,528362.1029043505
042-nm-03,6213983066.0,19777620.0,2.2394094742779264e+18,87326.41829657438,8642836.0,123206.0147641048,9.676228087444498e+18,-504386.29990051367,3.607262769082922e+16,522112.0541333272
042-nm-04,5154646708.0,21140536.0,3.327318029029071e+18,84613.92090839376,10414439.0,126386.40074085296,1.4049691209243374e+19,-482392.9454057216,3.948422104987452e+16,526006.8164494417
042-nm-05,5764275020.0,18888558.0,2.660296104315366e+18,85791.6790931114,9354271.0,124999.87860190036,1.1334810565044916e+19,-494260.2702780081,3.744658507117716e+16,524735.4727292077
042-nm-06,6090590382.0,22486536.0,1.905200268196839e+18,86582.00507643192,8024079.0,121518.3802638196,8.340326070322272e+18,-505828.175897188,3.523938552506848e+16,516289.990667004
043-bg-01,8462188450.0,24651956.0,1.0681667608608324e+18,97114.95364842685,6023060.0,120179.60212560603,4.699214388579458e+18,-548631.7642263431,2.622289836650901e+16,536531.1603922471
043-bg-02,8201936224.0,22365234.0,1.1841814905072684e+18,95580.72411560747,6342710.0,120488.92139195246,5.211238731102544e+18,-543193.5277585265,2.6365516421762464e+16,533303.9376510987
043-cl-01,7997431710.0,26016020.0,1.572914811149711e+18,95781.39423378278,7290361.0,121001.42171969773,6.884783982637553e+18,-539130.2901290378,2.935829495223952e+16,534684.7551937321
043-cl-02,7895952026.0,22516332.0,2.860420667743251e+18,98124.27499681956,9612742.0,126263.4296869133,1.1969881157497426e+19,-531865.790932495,3.461458413459849e+16,557131.1006807182
043-nm-01,8052478190.0,18726252.0,1.6748691272720064e+18,95954.33663689648,7425430.0,124175.65955850568,7.142280414979122e+18,-533813.2361107046,2.9785787725977e+16,545105.7810781269
043-nm-02,7488122672.0,18595554.0,2.3550154752466094e+18,96138.4832119597,8690786.0,127573.04487230624,9.783933502034516e+18,-520856.94538763823,3.1393352375248704e+16,555583.1571814525
043-nm-03,4926876782.0,14794846.0,4.167550392149836e+18,89353.3527526622,11364372.0,132823.71936860177,1.6729692034982711e+19,-474792.88138939935,3.389257830337808e+16,559621.9678296332
043-nm-04,8063917728.0,20136466.0,1.9210112118328627e+18,97153.91099231968,7909731.0,125359.43470344864,8.104343956577882e+18,-533775.731687784,3.035510076629323e+16,552383.6690324638
043-nm-05,8199912890.0,19045580.0,1.904211565295356e+18,96681.17726480156,7869990.0,125731.8611151008,8.023112135597176e+18,-533744.6933319159,3.002396425809481e+16,551050.9766840619
043-nm-06,7367131744.0,17527602.0,2.494182045543626e+18,95682.5163035474,8930138.0,127942.68901342944,1.0330275478831335e+19,-518218.72304742894,3.1556949071385384e+16,555993.1890659955
044-bg-01,5463917138.0,17120458.0,3.2337803915400765e+18,89465.89680493729,10180587.0,128044.9137987448,1.3425835361941211e+19,-487380.9654595774,2.9650940168237936e+16,544571.7952016023
044-bg-02,7977630438.0,25196718.0,1.0542175621638048e+18,94764.59560549622,6014827.0,119135.3636076444,4.686369072443084e+18,-542250.6095881464,2.847969721970117e+16,526756.5555989542
044-cl-01,5966993400.0,17687788.0,2.987453909981192e+18,90144.05001872635,9834522.0,126725.50879372456,1.2528575492686127e+19,-497021.5843559056,3.188882717514804e+16,540427.4356598657
044-cl-02,6398500228.0,18669390.0,2.548694114759159e+18,91194.09103131236,9109165.0,126040.02783366993,1.0748600713415029e+19,-505434.9527564045,3.256241794139239e+16,538530.5984339926
044-nm-01,7964809806.0,25325120.0,1.199104199770041e+18,95542.50152903548,6353080.0,121404.61393592675,5.228298782819749e+18,-538759.7548136008,2.9305884331981616e+16,536858.2197375052
044-nm-02,7909781444.0,27446534.0,1.1120549356501194e+18,95156.32571759509,6135642.0,120645.60798964257,4.876533515641432e+18,-540140.7781912267,2.96765194803368e+16,534927.6598156258
044-nm-03,5888678342.0,18483358.0,3.0310847156063606e+18,91315.39275695205,9822690.0,128728.97177756704,1.2498467722406146e+19,-495179.1877339869,3.234859719764788e+16,551073.382539024
044-nm-04,7796447828.0,24777996.0,1.2674981968768438e+18,95100.5367846318,6522681.0,121767.0541833454,5.511176686662372e+18,-536211.0255603341,3.020671814400167e+16,537666.3003522027
044-nm-05,7733780016.0,22776832.0,1.3208147053521935e+18,94165.78581866797,6651220.0,122188.15249520705,5.730531102902184e+18,-532934.2131845537,3.0808224445368144e+16,534528.8470368502
044-nm-06,6294957728.0,17828168.0,2.2654794496163195e+18,91491.17183887592,8561742.0,126784.83481054004,9.495529299864064e+18,-503728.2157422744,3.1846753568482784e+16,542073.8200172198
045-bg-01,7783702300.0,21899210.0,1.6777598246957012e+18,92720.8173157032,7526861.0,121366.5145504404,7.338717490188625e+18,-533008.696662989,3.0196892439763536e+16,527403.7092140643
045-bg-02,5072045506.0,16566166.0,3.4314724599697966e+18,87916.88774771772,10460878.0,128983.78189563572,1.4175296773436969e+19,-479749.3365682876,3.3690948202564584e+16,542321.8985236019
045-cl-01,6199592426.0,17861880.0,2.5655735196587325e+18,90412.41555354602,9162990.0,125383.42142702552,1.0875994278831452e+19,-502572.589804359,3.0383366273008864e+16,535447.6168467074
045-cl-02,4850942318.0,13729522.0,3.992520940520688e+18,87288.62248622175,11257364.0,129748.10653837323,1.6416084085471062e+19,-473773.1882531881,2.911823561366216e+16,545157.6600284425
045-nm-01,8569532406.0,22700814.0,1.42253613626122e+18,96741.54519728756,6887055.0,122733.30609800691,6.144121309955064e+18,-543863.519639927,2.689521001719644e+16,541403.1353864772
045-nm-02,8092660546.0,19446136.0,1.9265534721086088e+18,95808.47859664875,7960536.0,124423.30944212292,8.208778531996701e+18,-534043.7926863633,2.760263265472703e+16,544128.9148134022
045-nm-03,5313709784.0,13533264.0,3.625708833011733e+18,88160.94647549049,10707117.0,130300.3313874962,1.4850509338233176e+19,-480666.9624008083,3.015412259893788e+16,547494.1519748423
